time,member,sales,delta
2026-09-15T01:39:06+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:39:06+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:39:06+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:39:06+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:39:16+08:00,OffLine,0,0
2026-09-15T01:39:16+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:39:16+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:39:16+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:39:16+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:39:16+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:39:16+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:39:16+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:39:29+08:00,OffLine,0,0
2026-09-15T01:39:29+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:39:29+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:39:29+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:39:29+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:39:29+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:39:29+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:39:29+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:39:41+08:00,OffLine,0,0
2026-09-15T01:39:41+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:39:41+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:39:41+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:39:41+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:39:41+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:39:41+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:39:41+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:39:52+08:00,OffLine,0,0
2026-09-15T01:39:52+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:39:52+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:39:52+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:39:52+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:39:52+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:39:52+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:39:52+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:40:03+08:00,OffLine,0,0
2026-09-15T01:40:03+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:40:03+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:40:03+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:40:03+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:40:03+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:40:03+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:40:03+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:40:14+08:00,OffLine,0,0
2026-09-15T01:40:14+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:40:14+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:40:14+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:40:14+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:40:14+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:40:14+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:40:14+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:40:25+08:00,OffLine,0,0
2026-09-15T01:40:25+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:40:25+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:40:25+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:40:25+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:40:25+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:40:25+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:40:25+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:40:39+08:00,OffLine,0,0
2026-09-15T01:40:39+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:40:39+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:40:39+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:40:39+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:40:39+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:40:39+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:40:39+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:40:50+08:00,OffLine,0,0
2026-09-15T01:40:50+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:40:50+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:40:50+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:40:50+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:40:50+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:40:50+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:40:50+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:41:01+08:00,OffLine,0,0
2026-09-15T01:41:01+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:41:01+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:41:01+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:41:01+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:41:01+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:41:01+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:41:01+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:41:11+08:00,OffLine,0,0
2026-09-15T01:41:11+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:41:11+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:41:11+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:41:11+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:41:11+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:41:11+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:41:11+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:41:23+08:00,OffLine,0,0
2026-09-15T01:41:23+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:41:23+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:41:23+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:41:23+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:41:23+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:41:23+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:41:23+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:41:33+08:00,OffLine,0,0
2026-09-15T01:41:33+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:41:33+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:41:33+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:41:33+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:41:33+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:41:33+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:41:33+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:41:46+08:00,OffLine,0,0
2026-09-15T01:41:46+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:41:46+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:41:46+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:41:46+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:41:46+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:41:46+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:41:46+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:41:58+08:00,OffLine,0,0
2026-09-15T01:41:58+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:41:58+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:41:58+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:41:58+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:41:58+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:41:58+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:41:58+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:42:08+08:00,OffLine,0,0
2026-09-15T01:42:08+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:42:08+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:42:08+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:42:08+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:42:08+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:42:08+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:42:08+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:42:19+08:00,OffLine,0,0
2026-09-15T01:42:19+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:42:19+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:42:19+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:42:19+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:42:19+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:42:19+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:42:19+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:42:30+08:00,OffLine,0,0
2026-09-15T01:42:30+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:42:30+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:42:30+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:42:30+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:42:30+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:42:30+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:42:30+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:42:41+08:00,OffLine,0,0
2026-09-15T01:42:41+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:42:41+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:42:41+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:42:41+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:42:41+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:42:41+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:42:41+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:42:54+08:00,OffLine,0,0
2026-09-15T01:42:54+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:42:54+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:42:54+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:42:54+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:42:54+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:42:54+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:42:54+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:43:04+08:00,OffLine,0,0
2026-09-15T01:43:04+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:43:04+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:43:04+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:43:04+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:43:04+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:43:04+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:43:04+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:43:15+08:00,OffLine,0,0
2026-09-15T01:43:15+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:43:15+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:43:15+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:43:15+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:43:15+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:43:15+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:43:15+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:43:27+08:00,OffLine,0,0
2026-09-15T01:43:27+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:43:27+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:43:27+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:43:27+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:43:27+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:43:27+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:43:27+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:43:38+08:00,OffLine,0,0
2026-09-15T01:43:38+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:43:38+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:43:38+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:43:38+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:43:38+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:43:38+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:43:38+08:00,AxMxP - 1st Album [AxMxP,648,0
2026-09-15T01:43:48+08:00,OffLine,0,0
2026-09-15T01:43:48+08:00,VideoCall·Random Ver.,0,0
2026-09-15T01:43:48+08:00,[HOOKKA HOOKKA STUDIO] L,6,0
2026-09-15T01:43:48+08:00,[Wati For Skin] Vitamin ,151,0
2026-09-15T01:43:48+08:00,[PRONUT] Sugar-Free Xyli,93,0
2026-09-15T01:43:48+08:00,[UIQ] [RIIZE] Biome Reme,3490,0
2026-09-15T01:43:48+08:00,AxMxP - 1st Mini Album [,413,0
2026-09-15T01:43:48+08:00,AxMxP - 1st Album [AxMxP,648,0
